building_id,floor_area_m2,n_occupants,building_age_years,hvac_type,insulation_grade,avg_setpoint_c,solar_kw,has_smart_meter,monthly_kwh
BLDG-00806,418.1,6,39,electric,average,19.2,,0,508.9
BLDG-00807,148.1,3,7,electric,good,21.0,,0,408.7
BLDG-00808,89.7,1,68,electric,average,21.8,,0,287.5
BLDG-00809,453.8,2,42,heat_pump,poor,23.8,7.17,1,476.5
BLDG-00810,267.2,1,18,none,average,,0.0,1,262.8
BLDG-00811,434.2,3,7,gas,average,20.6,,0,356.8
BLDG-00812,474.9,2,13,electric,poor,24.1,1.81,1,628.3
BLDG-00813,418.5,1,7,none,poor,,,0,404.7
BLDG-00814,183.0,6,62,heat_pump,average,21.0,,0,431.8
BLDG-00815,78.9,3,71,gas,poor,24.2,0.0,1,426.9
BLDG-00816,475.8,1,31,gas,poor,17.0,0.0,1,575.2
BLDG-00817,126.7,3,58,none,average,,,0,224.9
BLDG-00818,130.8,4,41,gas,good,15.9,,0,140.2
BLDG-00819,83.8,2,6,heat_pump,average,19.3,0.0,1,99.7
BLDG-00820,135.5,3,17,gas,average,24.8,0.0,1,350.2
BLDG-00821,316.4,1,78,gas,average,20.5,0.0,1,515.2
BLDG-00822,477.2,4,45,gas,good,21.0,,0,498.6
BLDG-00823,84.7,3,13,gas,average,22.0,,0,206.9
BLDG-00824,270.0,2,3,gas,average,21.8,,0,296.7
BLDG-00825,91.9,5,42,gas,poor,20.1,,0,256.5
BLDG-00826,350.6,2,19,gas,average,22.4,0.0,1,397.9
BLDG-00827,130.5,4,62,gas,average,19.3,,0,224.3
BLDG-00828,231.8,4,67,gas,average,19.1,,0,395.2
BLDG-00829,385.4,4,62,electric,average,21.2,,0,515.6
BLDG-00830,461.7,3,65,gas,good,20.7,2.49,1,383.3
BLDG-00831,240.4,3,24,gas,good,21.0,0.0,1,302.0
BLDG-00832,177.1,2,62,none,poor,,0.0,1,387.8
BLDG-00833,389.0,3,2,none,average,,,0,298.8
BLDG-00834,457.5,1,36,heat_pump,poor,18.4,6.29,1,522.9
BLDG-00835,230.8,6,27,electric,average,21.7,0.0,1,507.0
BLDG-00836,197.2,3,18,electric,poor,19.0,,0,432.7
BLDG-00837,197.7,4,58,electric,poor,21.5,,0,674.5
BLDG-00838,189.8,4,17,electric,good,19.4,,0,259.6
BLDG-00839,241.7,2,40,electric,good,21.0,,0,472.5
BLDG-00840,478.0,5,56,gas,average,18.7,3.47,1,411.3
BLDG-00841,476.8,2,28,gas,poor,20.8,,0,542.9
BLDG-00842,457.2,1,52,electric,average,19.6,0.0,1,396.1
BLDG-00843,144.7,1,24,gas,average,20.8,0.0,1,281.9
BLDG-00844,400.4,1,61,electric,good,24.5,1.95,1,473.7
BLDG-00845,86.9,4,12,electric,good,18.5,0.0,1,310.4
BLDG-00846,46.6,3,70,electric,poor,19.9,0.0,1,394.7
BLDG-00847,62.0,5,74,gas,poor,21.8,0.0,1,226.6
BLDG-00848,319.7,1,77,electric,good,20.1,1.63,1,339.1
BLDG-00849,219.5,1,33,none,average,,4.43,1,206.4
BLDG-00850,118.6,2,58,heat_pump,poor,20.9,0.52,1,444.0
BLDG-00851,390.3,2,78,electric,average,19.9,1.55,1,466.7
BLDG-00852,338.1,7,31,electric,good,21.5,,0,452.6
BLDG-00853,216.1,3,9,gas,good,19.9,0.0,1,153.6
BLDG-00854,408.3,2,45,gas,average,18.9,0.0,1,370.5
BLDG-00855,144.7,2,1,none,good,,,0,158.6
BLDG-00856,383.9,1,23,heat_pump,good,20.6,1.81,1,303.4
BLDG-00857,112.6,3,12,gas,poor,21.0,,0,402.0
BLDG-00858,83.8,2,26,heat_pump,good,20.8,0.51,1,81.3
BLDG-00859,241.3,4,30,electric,poor,18.2,,0,467.6
BLDG-00860,269.9,2,23,heat_pump,poor,20.8,3.88,1,460.4
BLDG-00861,208.7,5,72,heat_pump,good,19.9,,0,272.6
BLDG-00862,215.9,4,35,gas,good,21.2,,0,209.9
BLDG-00863,405.7,5,79,gas,good,18.8,,0,324.8
BLDG-00864,427.2,6,28,electric,good,20.4,,0,563.3
BLDG-00865,102.5,4,2,gas,poor,22.8,,0,372.6
BLDG-00866,318.7,1,60,electric,poor,18.5,,0,452.9
BLDG-00867,445.7,4,44,electric,average,21.5,,0,601.4
BLDG-00868,400.8,5,46,electric,average,21.9,0.0,1,555.0
BLDG-00869,105.6,2,9,electric,average,21.4,1.51,1,328.4
BLDG-00870,197.0,4,69,none,poor,,,0,217.5
BLDG-00871,114.7,1,0,electric,poor,18.4,,0,322.5
BLDG-00872,293.9,3,69,electric,good,20.5,1.26,1,340.5
BLDG-00873,114.2,5,17,gas,good,21.6,0.0,1,229.3
BLDG-00874,232.7,2,68,heat_pump,good,19.3,,0,259.9
BLDG-00875,226.8,3,43,electric,poor,19.0,,0,563.9
BLDG-00876,115.0,2,50,gas,good,19.5,0.0,1,173.4
BLDG-00877,166.2,4,50,gas,average,21.6,0.0,1,432.9
BLDG-00878,286.1,4,11,electric,good,19.1,0.0,1,323.4
BLDG-00879,274.6,6,18,gas,poor,14.5,,0,437.0
BLDG-00880,456.0,1,75,gas,good,21.5,,0,402.2
BLDG-00881,117.1,5,0,heat_pump,poor,21.2,,0,267.9
BLDG-00882,295.2,2,63,none,poor,,,0,313.3
BLDG-00883,459.9,4,37,electric,poor,20.8,0.97,1,760.3
BLDG-00884,129.5,3,13,heat_pump,good,21.6,0.0,1,123.4
BLDG-00885,341.7,2,62,electric,poor,19.0,,0,591.3
BLDG-00886,420.9,1,24,heat_pump,average,19.7,2.69,1,343.5
BLDG-00887,59.9,4,72,gas,poor,16.4,0.0,1,316.5
BLDG-00888,157.1,2,14,gas,average,22.9,,0,277.0
BLDG-00889,401.1,2,10,none,average,,0.0,1,424.4
BLDG-00890,349.4,2,64,gas,average,21.9,,0,393.3
BLDG-00891,352.7,1,8,none,average,,0.0,1,211.7
BLDG-00892,87.7,3,57,gas,good,20.2,2.77,1,194.5
BLDG-00893,198.5,1,63,gas,poor,22.0,,0,346.1
BLDG-00894,453.5,2,15,none,average,,2.3,1,409.9
BLDG-00895,377.8,4,4,electric,average,18.9,2.07,1,473.8
BLDG-00896,140.0,3,30,heat_pump,poor,17.9,,0,297.7
BLDG-00897,354.6,2,74,electric,average,19.1,,0,595.5
BLDG-00898,121.5,2,16,electric,good,21.1,0.0,1,335.9
BLDG-00899,53.7,4,21,heat_pump,poor,19.1,,0,173.6
BLDG-00900,52.7,8,54,heat_pump,average,17.3,,0,332.8
